Text,Lebel,Month
"বালির উপর দিয়ে দৌড়াদৌড়ি,ইনডোর -আউটডোর প্র্যাক্টিস,স্টেডিয়ামে রানিং,জিম সেশন = টিকটক স্টার সাব্বির",1,9
এখন টিমে আসলেন আসার পর প্র্যাক্টিস বাদ দিয়ে টিকটক শুরু করলেন ,1,9
"ডাক মেরে বলতে লাগলেন,""হেলো গাইস,আজ আমার টিকটক আইডি ভেরিভাইড হলো সবাই প্লিজ প্লিজ সাবস্ক্রাইব করবেন।",1,9
নাসুম নেহি চলেগা!!! নাসুম ইজ অনলি ফর ধানক্ষেত।,1,9
"ব্যাটিং প্রেক্টিস দেখে মজা নাই
টিকটক ভিডিও দেখতে চাই",1,9
"সে নেটের ভিতর বাঘের বাচ্চা, নেটের বাইরে ডাব খাওয়া পিলিয়ার সাব্বির রহমান",1,9
সম্পুর্ন ভিডিওটা সাব্বির ভাইএর অফিসিয়াল টিকটক একাউন্ট এ পাবেন (ShabbirRahaman),1,9
"বন্যেরা বনে সুন্দর
শিশুরা মাতৃকোরে
ক্রিকেটাররা সুন্দর মাঠে
আর সাব্বির সুন্দর টিকটকে..",1,9
"সামনের ম্যাচে মাঠে নেওয়ার আগে ভালো করে হিসু করে আইসেন,! তারপরও যদি কিছুক্ষণ মাঠে থাকতে পারেন।",1,9
"বাবু সাব্বির! ব্রুজ খলিফার সামনে গিয়ে একটা টিকটক ভিডিও দিও
",1,9
"খালি বালের টিকটকই করতে হবে , খেলতে আর হবে না ।",1,9
ডাব্বা টিকটকার  সাব্বির!,1,9
"আসিফ আলির ভাতিজা সাব্বির।
প্র‍্যাকটিস এ ১৫০ টা ৬ মারে,ম্যাচে ডাব্বা।
",1,9
আন্ডা না ফারলেউ ওইলো আদরের সাব্বি ভাই ,1,9
বন্ধুরা খুব শীগ্রই এই ভিডিও গুলি আমাদের বস সাব্বিরের টিকটক আইডিতে দেখতে পারবা।,1,9
একজন টিকটক লিজেন্ড মাঠে না পারলে ও টিকটকে বসে সেই পার্ফামেন্স করে,1,9
"""জলদি জলদি খেলা শেষ করে বুর্জ খলিফার সামনে ভ্যারিফাইড ID দিয়ে টিকটক করব "" - সাব্বির রহমান ",1,9
টিকটক টাইগার,1,9
টিকটক করা বাদ দিয়া ম্যাচে 2-1 টা বল ব্যাটে কানেক্ট করার চেষ্টা করেন সাব্বির দা,1,9
"এই বালের প্রাকটিস বাদ দিয়া, শাড়ি চুড়ি পইড়া টিকটক কর....... হালারপো 
খ্যাত বাল ছাল",1,9
"জাতীয় দলে ব্যাক করার পর সাব্বির:
টিকটক ভিডিওর সংখ্যা - ৩৬
ব্যাট হাতে রান সংখ্যা - ৫
প্রতি রানের জন্য টিকটিক করেছেন প্রায় ৮ টি।",1,9
ডাকবাবা লর্ড সাব্বির,1,9
শালা ফুলটাইম টিকটকার। এতদিন হুদাই সাপোর্ট করলাম।,1,9
"ব্যবসার কি পরিস্থিতি রান খুজি তিতি তিতি
",1,9
"মাদারি.....
মাঠের বাহিরে গিয়েই তুমি এসব বাল ফালাইতে পারবা।",1,9
এইসব টুকিটাকি প্রাক্টিস ম্যাচের ভিডিও দিয়া কয় টেকা কামান ভাই?,1,9
"বন্যেরা বনে সুন্দর,আর শান্ত সাব্বির নেটে সুন্দর। অনেক এক্সপেকটেশন ছিল",1,9
"ভাই খেলাধুলা বাদ দিয়া টিকটকে মনোযোগ দাও। ক্রিকেট পাপুয়া নিউগিনির জন্য,তোমার জন্য না",1,9
টিকটক মারানি লর্ড সাব্বির,1,9
"ভাই আরেকটা টিকটক ভিডিও বানান,
ধন্যবাদ বিসিবি আমাকে টিকটিকে ফলো করার জন্য",1,9
